LocationName,Address,City,State,Zip,Description,Website,Phone,
Verrill Farms,11 Wheeler Road,Concord ,MA,01742,Farmstand tented picnic area events during summer in historical agricultural area. June Strawberry Fest; July Blueberry Pancake Breakfast; Aug. Corn Fest; Sept. Barbeque; October Harvest Day. Tent area rental for parties. ,www.Verrillfarm.com,(978) 369-4494,
Volante Farms,292 Forest Street,Needham,MA,02492,April-May Greenhouses and Garden Center June-October Produce Farm Stand and Greenhouses Thanksgiving-Christmas Christmas trees Wreaths Poinsettias,www.Volantefarms.com,(781) 444-2351,
W&W Farm,178 Long Plain Road,Whately,MA,01093,A family farm growing vegetables and specializing in potatoes for over 50 years.,,(413) 665-3126,
Walker Farm at Whortleberry Hill ,1290 West Brookfield Road,New Braintree,MA,01531,100% American Grassfed Association Certified Animal Welfare Approved buttery Red Devon beef. Animals are bred born and raised here with love and no-stress handling. No GMOs hormones antibiotics or chemicals. Fatty well marbled tasty prime and choice graded meat. We LOVE visitors – just call ahead. A cut above the rest.,walkergrassfed.com,(508) 867-8097,
Wally's Vegetables,799 Amesbury Road (Route 110),Haverhill,MA,01830,Offers dozens of fruits vegetables plants holiday decorations and Christmas trees. Wally's also offers several food products and specialize in Polish food featuring kielbasa stuffed cabbage pierogi and fresh rye bread. Open Monday to Friday 12:00 pm - 7:00 pm; Saturday & Sunday 10:00 am - 3:00 pm ,,(978) 374-9039,
Walnut Hill Farm,104 Ashfield Road,Shelburne ,MA,01370,We operate a dairy farm and vegetable stand. ,,(413) 625-1070,
Waltham Fields Community Farm,240 Beaver Street,Waltham,MA,02451,Open June - October Waltham Fields Community Farm (WFCF) is a nonprofit agricultural organization that sustainably stewards agricultural land providing its harvests and educational programming to local and Greater Boston communities. WFCF’s agricultural operations include a Community Supported Agriculture (CSA) program Barn Store and education and volunteering programs.   Subsidized CSA shares are available. For details go to https://communityfarms.org/csa/csa-overview.  Barn Store hours: Wednesday & Thursday 2:30 pm - 6:30 pm Friday 1:00 pm - 4 pm Saturday 10:00 am - 2:30 pm.    ,www.communityfarms.org,(413) 899-2403,
Wanczyk Evergreen Nursery Inc.,166 Russell Street,Hadley,MA,01035,We grow 70 acres of Nursery Stock,www.wanczyknursery.com/,(413) 584-3709,
Ward's Berry Farm,614 South Main Street,Sharon,MA,02067,Family-run farm & market. PYO strawberries blueberries peaches raspberries & pumpkins in season. Hayrides in strawberry & pumpkin seasons. Year-round: fresh produce home-baked goods gourmet cheeses aritisan breads sandwiches smoothies ice cream farm animals picnic & children's play areas. Corn maze & hay-pyramid in fall.,wardsberryfarm.com,(781) 784-3600,
Warm Colors Apiary,2 South Mill River Rd,Deerfield ,MA,01373,Honey products beeswax candles apiary tours beekeeping workshops equipment pollination services. Nature trails June to Oct. Working honeybee farm producing varieties of Massachusetts honey and beewax products.  CSA Products offered: Honey Pickup(s): On Farm,www.Warmcolorsapiary.com,(413) 665-4513,
Warner Farm - Mike's Maze,25 South Main Street,Sunderland,MA,01375,Diversified fruit and vegetable farm specializing in strawberries asparagus sweet corn along with over 100 varieties of vegetables. Sell produce wholesale at local farmers' markets and our CSA. Also home of Mike's Maze!,www.mikesmaze.com,(413) 665-8331,
Watts Family Farms,23 Falmouth Sandwich Road,Sandwich,MA,02644,We producde our own compost which includes lawn and yard waste food waste and manure. We sell our compost year round to landscapes home-owners and commercial businesses.  In the Fall we raise turkeys for Thanksgiving. We sell the turkeys the week of the holiday. They are all-natural and free-range. They are processed on sight.,www.wattsfamilyfarms.com/,(508) 477-3302,
We Grow Microgreens,21 Norton Street                                                                     ,HYDE PARK,MA,02136,Microgreens edible flowers seedlings unique tropicals and leafy greens. Farm stand is open Thursdays from 3:00 pm - 6:30 pm but times can change. Check website or social media for updates to hours. Tours available by appointment.   ,www.wegrowmicrogreens.com/,(617) 792-5424,
Weatherlow Farms,845 Sodom Road ,Westport,MA,02790,Weatherlow Farms founded in 2014 is located in the seaside town of Westport MA. We raise the highest quality grass-fed beef lamb chevon pork pastured poultry and eggs. We grow a curated selection of flowers and foliages for weddings and special events.,weatherlowfarms.com/,(508) 938-9398,
Web of Life Farm,71 Silva Street,Carver,MA,02330,Committed to traditional organic methods of farming. Diverse family farm passionate about growing food with respect for life and the environment. ,www.weboflifefarm.com,(508) 866-7712,
Weir River Farm,140 Turkey Hill Lane,Hingham,MA,02018,Small diversified farm on the South Shore. Farm property of The Trustees of Reservations offers self-guided hiking trails visiting and volunteer opportunities educational programs vegetable CSA and retail meat and egg sales.  CSA Products offered: Vegetables Pickup(s): On Farm,thetrustees.org/program/weir-river-farm-market/,(781) 740-7233,
Weiss Farms,170 Franklin Street,Stoneham,MA,02180,Family owned farm since 1928. Presently wholesale and retail loam mulch and organic composting. Christmas trees planted 3-4 years ago-immature.,www.weissfarm.com,(781) 438-0689,
Wendolowski Farm,118 Prospect Street,Hatfield,MA,01038,,,(413) 247-5476,
West County Cider,248 Greenfield Road,Colrain,MA,01340,Since 1985 we have grown apples and fermented hard cider. Tremlett's Bitter Dabinett Reine de Pomme Russets & others are grown to make small-batch carietal ciders. Sparkling or still sweet or dry our selection of cider goes will with food.,www.westcountycider.com,(413) 624-3481,
Westfield Acres,164 Cotuit Rd.,Sandwich,MA,02537,Certified organic hobby farm. Flowers vegetables eggs and wool available at the farm.,www.facebook.com/WestfieldAcresFarm/,(774) 313-6479,
Westport Rivers Winery,417 Hixbridge Road,Westport,MA,02790,Set on a scenic 500-acre family farm the Vineyard produces remarkable wines including Chardonnay Riesling Rose of Pinot Noir and internationally acclaimed "Westport" Methode Champenoise Sparklers.,www.Westportrivers.com,(508) 636-3423,
Westport Town Farm/ Trustees,830 Drift Road,Westport,MA,02790,An antique farmhouse dairy barn corn crib and stone walls dating back to Colonial times complete the picture of this bucolic working farm that served as a “poor farm” and infirmary for more than 100 years.,thetrustees.org/place/westport-town-farm/,(508) 636-4693,
Westward Orchards Farm Store,Massachusetts Ave. (Rt. 111),Harvard,MA,01451,Fourth generation family farm growing a variety of apples peaches pears nectarines plums and vegetables. Farm store offers an assortment of Westward Orchards grown produce as well as made to order sandwiches hearty soups and delicious baked goods…including our own apple cider donuts made daily. Pick Your Own blueberries and apples are available in season along with a 20 week CSA program featuring half and full shares of our fruits and vegetables.  ,www.Westwardorchards.com,(978) 456-8363,
Wheel-View Farm,212 Reynolds Road,Shelburne ,MA,01370,Family owned scenic hilltop farm in western MA raising USDA certified natural grass-fed beef and breeding stock from our primarily Belted Galloway herd. Offer products such as: maple syrup peaches apples cider and have a vacation rental house on the farm for short or long term visits.,www.wheelviewfarm.com,(413) 625-2900,
When Pigs Fly Farm,222 Sandisfield Rd,Sandisfield ,MA,01255,Crops are grown using all organic methods. Cutting flowers bedding plants hanging baskets berries produce and herbs are produced. Chicken and Muscovy ducks are raised using organic free-range farming techniques. ,,(413) 258-3397,
Whips Farm,74 Old Sandwich Road,Plymouth,MA,02360,,whipsfarm.com/,(617) 589-3286,
White Goose Gardens,100 Holiday Cottage Rd,Dalton,MA,01226,Open year-round Tuesday to Saturday 9:00 am - 5:00 pm,www.holidaybrookfarm.com,(413) 884-3279,
White Pond Farm,26 White Pond Road,Stow,MA,01775,Small family farm using biological methods to grow vegetables. Farmstand offering homemade jams and jellies and seasonal vegetables. CSA U-Pick shares available.,www.facebook.com/WhitePondFarm,(978) 897-6262,
Whitney's Farm Market & Country Gardens,1775 South State Road Route 8,Cheshire,MA,01225,Full Service Garden Center Farm Market with prepared meals bakery grocery produce gift baskets catering and deli. Design and Landscaping services available. Bulk Goods and Mulch. Firewood Pellets Stone Compost plus much more. ,www.Whitneysfarm.com,(413) 442-4749,
Whittier Farms,90 Douglas Road,Sutton,MA,01590,Farm strives to keep agriculture alive and well through stewardship of the land and animals diversification and sustainability. Farm store welcomes visitors year-round offering the bounty of our seasonal harvests homemade meals and desserts and our own beef. Member-owner dairy farm of the Agri-Mark/Cabot Creamery Cooperative.,www.Whittiers.com,(508) 865-1053,
Wild Dogwood Farm,148 Sanford Rd.,Westport,MA,02790,Grow naturally grown produce and berries. Including: Blueberries strawberries blackberries lettuce tomatoes squash beans peppers lamb basil and much more.,,(508) 678-9955,
Wild Robbins Farm,42 Everett Street,Sherborn,MA,01770,Small family-run farm selling farm-raised pork chicken turkey lamb and eggs.,Wildrobbinsfarm.com ,(617) 417-1260,
Wilder Hill Gardens,351 S. Shirkshire Rd.,Conway,MA,01341,Grows flowering perennials herb plants and annuals. Also grow a variety of landscaping shrubs and trees including blueberry and gooseberry stock. In season it offers PYO high bush blueberries and cut flowers including full service floral arrangements for weddings and other events.,www.wilderhillgardens.com,(413) 625-9446,
Wildwood Farm,50 Woods Road,Westminster,MA,01473,PYO Pumpkinsand ornaments and squash Hay and pony rides in September and October. Horse boarding year round lessons and sales.,www.facebook.com/wildwfarm50/,(978) 827-4551,
Wilson Farm,10 Pleasant Street,Lexington,MA,02421,125 year old farm open year-round and is multiple “Best of Boston” winner (now a “Classic” recipient). At the farm you will find impeccable locally grown produce house baked bread and sweets freshly prepared take home meals their own hen house eggs top quality meats dairy and cheeses from New England beautiful cut flowers and a huge selection of lush garden and indoor plants. The CSA program offers three types: produce fresh cut flower and fresh fish shares. Details at WilsonFarmCSA.com  CSA Products Offered: Produce Flowers Fish Pickup(s): On Farm,WilsonFarm.com,(781) 862-3900,
Wind Eagle Farm,70 Whitney st.,Westminster,MA,01441,Organic practices farm that sells beef chicken and pork products. Meat products prepared frozen entrees and honey for sale in store and online with delivery services available. Visitors welcome to visit and enjoy the peaceful setting.,www.windeaglefarm.com,(978) 855-5701,
Windsor Hill Sugar House,1155 Savoy Rd,Windsor,MA,01270,Producers of quality maple products local honey as well as fresh hay nestled in the mountains of The Berkshires. ,windsorhillsugarhouse.com/,(413) 684-1410,
Windsor Jambs Farm,2065 River Road,Windsor,MA,01270,Open Monday to Wednesday 3:00 pm - 6:00 pm May through October,www.windsorjambsfarm.com,(413) 344-6262,
Windsor Jambs Farmstand,Rt. 9 in front of Friendly Freds,Windsor,MA,01270,Open Thursday 3:00 pm - 6:00 pm May through September,www.windsorjambsfarm.com,(413) 344-6262,
Windsor Jambs Farmstand,Windsor Historical Society Berkshire Trail and East Windsor Road,Windsor,MA,01270,Open 2nd Saturday of each month 11:00 am - 2:00 pm May to October,www.windsorjambsfarm.com,(413) 344-6262,
Windy Hill Farm,686 Stockbridge Road,Great Barrington,MA,01230,PYO blueberries and apples along w/garden center and grower of specialty nursery stock. PYO- Blueberries mid-July through mid-August. PYO- Apples mid-August through later October over 25 apple varieties in season.,windyhillfarminc.com,(413) 298-3217,
Windy Hill Farms,Sam Hill Road,Worthington,MA,01098,Maple syrup products and observation of maple syrup boiling.,,(413) 238-5378,
Windy Ridge Farm,42 East Hawley Road,Hawley,MA,01339,Open by appointment only. Please call.,www.windyridgeorganics.com,(413) 339-5548,
Wojcik Farm,65 Milk Street,Blackstone,MA,01504,More than just a farm stand. Offer PYO apples and pumpkins along with free hayrides to the orchard and a corn maze as well. Concession stand and variety of fruits vegetables and home-made baked goods! Open weekends only in Sept & October.,www.wojcikfarm.com,(508) 883-9220,
Wolf Hill Farm,30 Jericho Hill Road,Southborough,MA,01772,Cut your own Christmas trees. Christmas shop in antique barn with farm made swags wreaths and ornaments. Also honey beeswax candles and herb vinegars. Open in Spring for herb plants & heirloom tomato plants.,www.facebook.com/WolfHillFarmMA,(508) 485-5087,
